,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.17439188041210704,0.00015165389586094879,0.017652096285956334,0.1428709580093826,0.16202009801534412,0.17329094161205452,0.18565096747845125,0.21184289079586544,13548.31958644873,1.0002816671629446
k,0.03985812296273342,2.1914964006168363e-05,0.003974903435800629,0.032596361687558494,0.03710839826943775,0.03968058505127023,0.042427748476430535,0.04813953882441564,32898.162526821165,1.0000047561594225
