,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.7533992472761245,0.0005004352498561755,0.07519271707184551,0.6191683571236641,0.7009602752814605,0.7482976214008388,0.8009042193168403,0.9122675012088552,22576.45609775295,0.9999488215180513
k,0.12840229714452484,7.428406680366103e-05,0.012145326199015309,0.1062489393914387,0.1200021421511547,0.1278243246535016,0.1362443966971273,0.15389546237175444,26731.727379763233,1.0001446690312388
