,mean,std,50%,25%,75%,2.5%,97.5%
shape,5.4590500064298055,0.7817812207447239,5.280894710798066,4.893755984731671,5.9221895343611815,4.361789493964808,7.326808967129605
scale,21.02937208844958,0.612913209086494,21.018356859495704,20.605743846951135,21.432481273393588,19.863144182731734,22.25505117311
