,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.10020522035247098,0.00019448962218602042,0.019369333151815122,0.06929079329337487,0.08661121324327566,0.09779622232649257,0.11111923529950603,0.1447818822346916,9918.282471911125,1.0002875731951284
k,0.019202505422733877,2.04117889367237e-05,0.003252621561825022,0.01348174555640344,0.01691746378503442,0.018945950570830247,0.02120752568199259,0.026325028406576686,25392.46925875539,1.000001344437455
