,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,1.3446852318083373,0.0011408607013549408,0.16433920726067322,1.0582059675446458,1.22946642684472,1.3332578525241492,1.4461443845090212,1.6991671242774604,20749.95381724062,1.0001711182965207
k,0.21162428309169223,0.00015279259277368038,0.024138633524886943,0.16796589522458105,0.19456837126489213,0.210465801237951,0.22723329540867232,0.2632375678070067,24958.63106153471,1.0000041090482619
