,mean,std,25%,75%,2.5%,97.5%
shape,0.591378738890508,0.06786800906133404,0.5431576144919124,0.6404282419746389,0.46291894917701637,0.7259132318161536
scale,5.004448275280094,0.4301484345244332,4.707978505150676,5.284349568724534,4.236499772300031,5.896905360565296
