,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.2210487494843858,0.00010000311898956814,0.00976109794730174,0.20268111774770597,0.21426646466507232,0.2208274743092574,0.22749868501004605,0.24103449215783396,9527.308992866343,1.0006034035077433
k,0.03691976534728511,7.626679377780196e-06,0.0014912043574519373,0.03406958346487632,0.0359048814200925,0.03689377717657995,0.037909263812628616,0.03991811798868529,38229.91651982107,0.99988309331679
