,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.1888426655242136,6.955371247258243e-05,0.006658523233162665,0.176249998632019,0.1843017826539923,0.18870023571075334,0.19325226437803578,0.20237794272807835,9164.63572842507,1.0004835538976513
k,0.03564647295173086,6.101835638985615e-06,0.0011869655950421819,0.03336888989556853,0.034836231305093085,0.03562543057917847,0.036439536387134416,0.038017024245403284,37840.35929039014,0.9999730291237723
