,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.37973672259515906,0.00032491089368469225,0.04566698420687521,0.30034068769143496,0.3476103507957464,0.37634031560481274,0.4080677046675327,0.47937984585980853,19754.95838301316,1.0002582148315333
k,0.11683091686384903,0.00010082060851502078,0.01509776663743094,0.08997880072921709,0.10624468189337871,0.11583968574382844,0.12632858673180436,0.14898853788046718,22424.707548536247,1.0002124819553522
