,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.260977522451572,0.00012747008605836608,0.017109078327845802,0.22932427536164313,0.24910478299051547,0.2603744652717408,0.27205644691114034,0.2961798102553142,18015.099748187422,1.0002106569774414
k,0.07208077841707501,2.6756425769220864e-05,0.00502592713961678,0.06271542426540662,0.06863787084483722,0.07188028485786678,0.0753843967019105,0.08246588724563887,35283.86732878478,0.9999347625717084
