,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.06338492705886334,8.515414342935672e-05,0.012543291493845489,0.0415602453836208,0.0545578527524917,0.06241519529063477,0.07117483152802973,0.0907873303390814,21697.588104077564,1.0001697029693895
k,0.2555927326417816,0.0005721713668423198,0.0724237040533914,0.13686117813615878,0.20329156358380635,0.24800956956212533,0.29883432037010277,0.4178017284232268,16021.72319225166,1.0004761009070933
