,mean,std,50%,25%,75%,2.5%,97.5%
shape,0.17363660009221363,0.01927858375111347,0.17364912077470854,0.16030581395829127,0.18689814690079248,0.1356567625570996,0.21062368272330048
scale,19.218211444265997,0.4696378065403052,19.204348775150386,18.894129710785297,19.529315867467137,18.33170572248634,20.175982767830327
