,mean,std,50%,25%,75%,2.5%,97.5%
alpha,33.918225169593846,8.239822344491072,32.59317984348862,28.02419069063072,38.30289482657011,21.98104262983913,53.936643101687494
beta,0.6082147408988622,0.14297184441230745,0.5990971585093678,0.5053528878336998,0.7014275051163934,0.353558611954012,0.9068529351897623
