,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.7966469706006837,0.0018555711491336129,0.20812831958235659,0.4775866145370352,0.6488583697210937,0.7662377176644574,0.9116226534594887,1.2921861434917445,12580.767394590723,1.000500717650903
k,0.31681236297416204,0.0004964433459635229,0.06517067636710142,0.20420133317349293,0.2705754457930532,0.3115279918633136,0.3568048527034894,0.46100898761562803,17233.165885031405,1.0000441806937685
