,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.24917583793545958,0.000545932940116135,0.06555714557107706,0.1448087478442156,0.20253568523316945,0.24115960131373126,0.28672305763225303,0.3992018922593116,14419.874240970685,1.000466777649674
k,0.32802546352386097,0.0005911605111898509,0.07957653696165633,0.19400986889059432,0.2716241026926916,0.3203141070737232,0.37720794861433793,0.5053769302277383,18120.043623068887,1.0003123177977002
