,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.31867296819469587,0.00022893678673617534,0.027023285111093986,0.2700439198384738,0.2997914684674893,0.3173645420523359,0.3359093459422627,0.3761745240724985,13933.015515625893,1.00044095916646
k,0.05121543678929205,2.1875809248320115e-05,0.003968841409549844,0.04382763540175661,0.04845990782450811,0.05105054644981425,0.05381208717185494,0.059357962849114,32915.407423335906,0.999980531060738
