,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.23181446959555155,0.00015163927991411304,0.015310033215200447,0.203562896681163,0.22122439927276782,0.2313168949690243,0.24172967123285374,0.26351448932948507,10193.629367712596,1.0008793568996364
k,0.040010205729235825,1.252314884527106e-05,0.002429576203606789,0.03542185086080565,0.03834520379522179,0.03994739379882123,0.041581417485266156,0.04497894347075889,37638.643720040985,0.9998950819610296
