,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.9107366926067916,0.0007743356249140681,0.11117728624386619,0.7162164775688558,0.8323590475636777,0.9023206950319942,0.9799394871454109,1.1518251400276374,20614.540432668506,1.0000999975272795
k,0.2162463958797817,0.00016831956544976272,0.026799475081831413,0.16851802557828247,0.19732757135993934,0.21446361584742743,0.23321148200198338,0.2739910728014817,25350.31573336046,1.0000354801988491
