,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
rt,0.06923296610723767,7.384113219295756e-05,0.00733592004530232,0.05626807910050116,0.06413669877858008,0.06878329333291844,0.07384679136529415,0.08487276732303484,9869.893909492583,1.0009619036283606
k,0.01991421383859918,1.1821788399880864e-05,0.00218859348648498,0.01596154657549737,0.018372127612048747,0.019802118138338674,0.021317978018036823,0.02451970809282101,34273.92496469801,0.9999303923818798
